"id","participant_id","group_name","event_type","element_id","task_id","timestamp","metadata","session_start"
"607","1d235f7b-c971-48df-97f2-d971d86a6027","delta","source-link-hover-start","source-link",,"2026-06-15 15:39:15.975884+00","{""url"":""https://www.iso.org/standard/7472.html"",""phase"":""part2"",""domain"":""iso.org"",""username"":""zitrone"",""client_ts"":""2026-06-15T15:39:16.724Z"",""message_id"":""1781537929552""}","2026-06-15 15:07:01.283+00"
"608","1d235f7b-c971-48df-97f2-d971d86a6027","delta","source-link-hover-end","source-link",,"2026-06-15 15:39:16.202651+00","{""url"":""https://www.iso.org/standard/7472.html"",""phase"":""part2"",""domain"":""iso.org"",""username"":""zitrone"",""client_ts"":""2026-06-15T15:39:16.915Z"",""message_id"":""1781537929552"",""hover_duration_ms"":191}","2026-06-15 15:07:01.283+00"
"609","1d235f7b-c971-48df-97f2-d971d86a6027","delta","source-link-hover-start","source-link",,"2026-06-15 15:39:16.268335+00","{""url"":""https://www.iso.org/standard/7472.html"",""phase"":""part2"",""domain"":""iso.org"",""username"":""zitrone"",""client_ts"":""2026-06-15T15:39:17.021Z"",""message_id"":""1781537929552""}","2026-06-15 15:07:01.283+00"
"610","1d235f7b-c971-48df-97f2-d971d86a6027","delta","source-link-hover-end","source-link",,"2026-06-15 15:39:16.321288+00","{""url"":""https://www.iso.org/standard/7472.html"",""phase"":""part2"",""domain"":""iso.org"",""username"":""zitrone"",""client_ts"":""2026-06-15T15:39:17.082Z"",""message_id"":""1781537929552"",""hover_duration_ms"":61}","2026-06-15 15:07:01.283+00"
"611","1d235f7b-c971-48df-97f2-d971d86a6027","delta","source-link-hover-start","source-link",,"2026-06-15 15:39:17.393559+00","{""url"":""https://www.iso.org/standard/7472.html"",""phase"":""part2"",""domain"":""iso.org"",""username"":""zitrone"",""client_ts"":""2026-06-15T15:39:18.133Z"",""message_id"":""1781537929552""}","2026-06-15 15:07:01.283+00"
"612","1d235f7b-c971-48df-97f2-d971d86a6027","delta","source-link-hover-end","source-link",,"2026-06-15 15:39:17.529631+00","{""url"":""https://www.iso.org/standard/7472.html"",""phase"":""part2"",""domain"":""iso.org"",""username"":""zitrone"",""client_ts"":""2026-06-15T15:39:18.268Z"",""message_id"":""1781537929552"",""hover_duration_ms"":135}","2026-06-15 15:07:01.283+00"
"613","1d235f7b-c971-48df-97f2-d971d86a6027","delta","source-link-hover-start","source-link",,"2026-06-15 15:39:17.706607+00","{""url"":""https://www.iso.org/standard/7472.html"",""phase"":""part2"",""domain"":""iso.org"",""username"":""zitrone"",""client_ts"":""2026-06-15T15:39:18.450Z"",""message_id"":""1781537929552""}","2026-06-15 15:07:01.283+00"
"614","1d235f7b-c971-48df-97f2-d971d86a6027","delta","source-link-click","source-link",,"2026-06-15 15:39:19.090689+00","{""url"":""https://www.iso.org/standard/7472.html"",""phase"":""part2"",""domain"":""iso.org"",""username"":""zitrone"",""client_ts"":""2026-06-15T15:39:19.779Z"",""message_id"":""1781537929552""}","2026-06-15 15:07:01.283+00"
"615","1d235f7b-c971-48df-97f2-d971d86a6027","delta","source-link-hover-end","source-link",,"2026-06-15 15:39:19.125541+00","{""url"":""https://www.iso.org/standard/7472.html"",""phase"":""part2"",""domain"":""iso.org"",""username"":""zitrone"",""client_ts"":""2026-06-15T15:39:19.831Z"",""message_id"":""1781537929552"",""hover_duration_ms"":1381}","2026-06-15 15:07:01.283+00"
"616","1d235f7b-c971-48df-97f2-d971d86a6027","delta","source-link-hover-end","highlight-source-seg_108",,"2026-06-15 15:39:53.384639+00","{""url"":""https://physics.nist.gov/cgi-bin/cuu/Value?stdatm"",""phase"":""part2"",""username"":""zitrone"",""client_ts"":""2026-06-15T15:39:53.919Z"",""message_id"":""1781537929552"",""hover_duration_ms"":9}","2026-06-15 15:07:01.283+00"
"617","1d235f7b-c971-48df-97f2-d971d86a6027","delta","source-link-hover-start","highlight-source-seg_108",,"2026-06-15 15:39:53.406166+00","{""url"":""https://physics.nist.gov/cgi-bin/cuu/Value?stdatm"",""phase"":""part2"",""username"":""zitrone"",""client_ts"":""2026-06-15T15:39:53.910Z"",""message_id"":""1781537929552""}","2026-06-15 15:07:01.283+00"
"618","1d235f7b-c971-48df-97f2-d971d86a6027","delta","source-link-hover-start","source-link",,"2026-06-15 15:39:55.778715+00","{""url"":""https://de.wikipedia.org/wiki/Standardatmosph%C3%A4re"",""phase"":""part2"",""domain"":""de.wikipedia.org"",""username"":""zitrone"",""client_ts"":""2026-06-15T15:39:56.502Z"",""message_id"":""1781537929552""}","2026-06-15 15:07:01.283+00"
"619","1d235f7b-c971-48df-97f2-d971d86a6027","delta","source-link-click","source-link",,"2026-06-15 15:39:56.421579+00","{""url"":""https://de.wikipedia.org/wiki/Standardatmosph%C3%A4re"",""phase"":""part2"",""domain"":""de.wikipedia.org"",""username"":""zitrone"",""client_ts"":""2026-06-15T15:39:57.097Z"",""message_id"":""1781537929552""}","2026-06-15 15:07:01.283+00"
"620","1d235f7b-c971-48df-97f2-d971d86a6027","delta","source-link-hover-end","source-link",,"2026-06-15 15:39:56.440662+00","{""url"":""https://de.wikipedia.org/wiki/Standardatmosph%C3%A4re"",""phase"":""part2"",""domain"":""de.wikipedia.org"",""username"":""zitrone"",""client_ts"":""2026-06-15T15:39:57.134Z"",""message_id"":""1781537929552"",""hover_duration_ms"":632}","2026-06-15 15:07:01.283+00"
"621","1d235f7b-c971-48df-97f2-d971d86a6027","delta","source-link-hover-start","highlight-source-seg_108",,"2026-06-15 15:41:24.8081+00","{""url"":""https://physics.nist.gov/cgi-bin/cuu/Value?stdatm"",""phase"":""part2"",""username"":""zitrone"",""client_ts"":""2026-06-15T15:41:25.329Z"",""message_id"":""1781537929552""}","2026-06-15 15:07:01.283+00"
"622","1d235f7b-c971-48df-97f2-d971d86a6027","delta","source-link-hover-end","highlight-source-seg_108",,"2026-06-15 15:41:24.819143+00","{""url"":""https://physics.nist.gov/cgi-bin/cuu/Value?stdatm"",""phase"":""part2"",""username"":""zitrone"",""client_ts"":""2026-06-15T15:41:25.342Z"",""message_id"":""1781537929552"",""hover_duration_ms"":14}","2026-06-15 15:07:01.283+00"
"623","1d235f7b-c971-48df-97f2-d971d86a6027","delta","source-link-hover-start","highlight-source-seg_108",,"2026-06-15 15:41:26.105166+00","{""url"":""https://physics.nist.gov/cgi-bin/cuu/Value?stdatm"",""phase"":""part2"",""username"":""zitrone"",""client_ts"":""2026-06-15T15:41:26.839Z"",""message_id"":""1781537929552""}","2026-06-15 15:07:01.283+00"
"624","1d235f7b-c971-48df-97f2-d971d86a6027","delta","source-link-click","highlight-source-seg_108",,"2026-06-15 15:41:34.703556+00","{""url"":""https://physics.nist.gov/cgi-bin/cuu/Value?stdatm"",""phase"":""part2"",""title"":""NIST CODATA: Standardatmosphäre"",""username"":""zitrone"",""client_ts"":""2026-06-15T15:41:35.168Z"",""message_id"":""1781537929552""}","2026-06-15 15:07:01.283+00"
"625","1d235f7b-c971-48df-97f2-d971d86a6027","delta","source-link-hover-end","highlight-source-seg_108",,"2026-06-15 15:41:34.730876+00","{""url"":""https://physics.nist.gov/cgi-bin/cuu/Value?stdatm"",""phase"":""part2"",""username"":""zitrone"",""client_ts"":""2026-06-15T15:41:35.218Z"",""message_id"":""1781537929552"",""hover_duration_ms"":8379}","2026-06-15 15:07:01.283+00"
"626","1d235f7b-c971-48df-97f2-d971d86a6027","delta","source-link-hover-end","highlight-source-seg_108",,"2026-06-15 15:41:54.398998+00","{""url"":""https://physics.nist.gov/cgi-bin/cuu/Value?stdatm"",""phase"":""part2"",""username"":""zitrone"",""client_ts"":""2026-06-15T15:41:54.944Z"",""message_id"":""1781537929552"",""hover_duration_ms"":9}","2026-06-15 15:07:01.283+00"
"627","1d235f7b-c971-48df-97f2-d971d86a6027","delta","source-link-hover-start","highlight-source-seg_108",,"2026-06-15 15:41:54.400835+00","{""url"":""https://physics.nist.gov/cgi-bin/cuu/Value?stdatm"",""phase"":""part2"",""username"":""zitrone"",""client_ts"":""2026-06-15T15:41:54.935Z"",""message_id"":""1781537929552""}","2026-06-15 15:07:01.283+00"
"628","1d235f7b-c971-48df-97f2-d971d86a6027","delta","paste","chat-input",,"2026-06-15 15:43:12.685476+00","{""phase"":""part2"",""username"":""zitrone"",""client_ts"":""2026-06-15T15:43:13.206Z"",""timestamp"":""2026-06-15T15:43:13.206Z"",""pasted_length"":63,""pasted_content"":""Beschreibe das Ellsberg-Paradoxon in der Entscheidungstheorie.\n"",""input_length_before"":0}","2026-06-15 15:07:01.283+00"
"629","1d235f7b-c971-48df-97f2-d971d86a6027","delta","message-send","chat-input",,"2026-06-15 15:43:26.109396+00","{""phase"":""part2"",""message"":""Beschreibe das Ellsberg-Paradoxon in der Entscheidungstheorie.\nBitte gib es simpel und strukturiert wieder"",""username"":""zitrone"",""client_ts"":""2026-06-15T15:43:26.652Z"",""message_index"":3}","2026-06-15 15:07:01.283+00"
"630","1d235f7b-c971-48df-97f2-d971d86a6027","delta","source-link-hover-end","highlight-source-seg_151",,"2026-06-15 15:43:42.856447+00","{""url"":""https://de.wikipedia.org/wiki/Ellsberg-Paradoxon"",""phase"":""part2"",""username"":""zitrone"",""client_ts"":""2026-06-15T15:43:43.386Z"",""message_id"":""1781538212668"",""hover_duration_ms"":13}","2026-06-15 15:07:01.283+00"
"631","1d235f7b-c971-48df-97f2-d971d86a6027","delta","source-link-hover-start","highlight-source-seg_151",,"2026-06-15 15:43:42.87269+00","{""url"":""https://de.wikipedia.org/wiki/Ellsberg-Paradoxon"",""phase"":""part2"",""username"":""zitrone"",""client_ts"":""2026-06-15T15:43:43.373Z"",""message_id"":""1781538212668""}","2026-06-15 15:07:01.283+00"
"632","1d235f7b-c971-48df-97f2-d971d86a6027","delta","hover","highlight-chevron-seg_151",,"2026-06-15 15:43:43.032178+00","{""label"":""red"",""phase"":""part2"",""username"":""zitrone"",""client_ts"":""2026-06-15T15:43:43.764Z"",""message_id"":""1781538212668"",""would_action"":""expand-close"",""currently_expanded"":true}","2026-06-15 15:07:01.283+00"
"633","1d235f7b-c971-48df-97f2-d971d86a6027","delta","source-link-hover-start","highlight-source-seg_151",,"2026-06-15 15:43:49.450439+00","{""url"":""https://de.wikipedia.org/wiki/Ellsberg-Paradoxon"",""phase"":""part2"",""username"":""zitrone"",""client_ts"":""2026-06-15T15:43:49.991Z"",""message_id"":""1781538212668""}","2026-06-15 15:07:01.283+00"
"634","1d235f7b-c971-48df-97f2-d971d86a6027","delta","source-link-hover-end","highlight-source-seg_151",,"2026-06-15 15:43:49.457536+00","{""url"":""https://de.wikipedia.org/wiki/Ellsberg-Paradoxon"",""phase"":""part2"",""username"":""zitrone"",""client_ts"":""2026-06-15T15:43:50.003Z"",""message_id"":""1781538212668"",""hover_duration_ms"":12}","2026-06-15 15:07:01.283+00"
"635","1d235f7b-c971-48df-97f2-d971d86a6027","delta","source-link-hover-start","source-link",,"2026-06-15 15:44:50.434919+00","{""url"":""https://plato.stanford.edu/entries/decision-theory/"",""phase"":""part2"",""domain"":""plato.stanford.edu"",""username"":""zitrone"",""client_ts"":""2026-06-15T15:44:50.982Z"",""message_id"":""1781538212668""}","2026-06-15 15:07:01.283+00"
"636","1d235f7b-c971-48df-97f2-d971d86a6027","delta","source-link-hover-end","source-link",,"2026-06-15 15:44:50.453309+00","{""url"":""https://plato.stanford.edu/entries/decision-theory/"",""phase"":""part2"",""domain"":""plato.stanford.edu"",""username"":""zitrone"",""client_ts"":""2026-06-15T15:44:50.993Z"",""message_id"":""1781538212668"",""hover_duration_ms"":11}","2026-06-15 15:07:01.283+00"
"637","1d235f7b-c971-48df-97f2-d971d86a6027","delta","source-link-hover-start","source-link",,"2026-06-15 15:44:50.808269+00","{""url"":""https://plato.stanford.edu/entries/decision-theory/"",""phase"":""part2"",""domain"":""plato.stanford.edu"",""username"":""zitrone"",""client_ts"":""2026-06-15T15:44:51.547Z"",""message_id"":""1781538212668""}","2026-06-15 15:07:01.283+00"
"638","1d235f7b-c971-48df-97f2-d971d86a6027","delta","source-link-click","source-link",,"2026-06-15 15:44:52.755653+00","{""url"":""https://plato.stanford.edu/entries/decision-theory/"",""phase"":""part2"",""domain"":""plato.stanford.edu"",""username"":""zitrone"",""client_ts"":""2026-06-15T15:44:53.501Z"",""message_id"":""1781538212668""}","2026-06-15 15:07:01.283+00"
"639","1d235f7b-c971-48df-97f2-d971d86a6027","delta","source-link-hover-end","source-link",,"2026-06-15 15:44:52.841025+00","{""url"":""https://plato.stanford.edu/entries/decision-theory/"",""phase"":""part2"",""domain"":""plato.stanford.edu"",""username"":""zitrone"",""client_ts"":""2026-06-15T15:44:53.553Z"",""message_id"":""1781538212668"",""hover_duration_ms"":2006}","2026-06-15 15:07:01.283+00"
"640","1d235f7b-c971-48df-97f2-d971d86a6027","delta","source-link-hover-start","source-link",,"2026-06-15 15:45:17.703083+00","{""url"":""https://de.wikipedia.org/wiki/Ellsberg-Paradoxon"",""phase"":""part2"",""domain"":""de.wikipedia.org"",""username"":""zitrone"",""client_ts"":""2026-06-15T15:45:18.245Z"",""message_id"":""1781538212668""}","2026-06-15 15:07:01.283+00"
"641","1d235f7b-c971-48df-97f2-d971d86a6027","delta","source-link-click","source-link",,"2026-06-15 15:45:17.902281+00","{""url"":""https://de.wikipedia.org/wiki/Ellsberg-Paradoxon"",""phase"":""part2"",""domain"":""de.wikipedia.org"",""username"":""zitrone"",""client_ts"":""2026-06-15T15:45:18.589Z"",""message_id"":""1781538212668""}","2026-06-15 15:07:01.283+00"
"642","1d235f7b-c971-48df-97f2-d971d86a6027","delta","source-link-hover-end","source-link",,"2026-06-15 15:45:18.112365+00","{""url"":""https://de.wikipedia.org/wiki/Ellsberg-Paradoxon"",""phase"":""part2"",""domain"":""de.wikipedia.org"",""username"":""zitrone"",""client_ts"":""2026-06-15T15:45:18.626Z"",""message_id"":""1781538212668"",""hover_duration_ms"":381}","2026-06-15 15:07:01.283+00"
"643","1d235f7b-c971-48df-97f2-d971d86a6027","delta","paste","chat-input",,"2026-06-15 15:48:15.348336+00","{""phase"":""part2"",""username"":""zitrone"",""client_ts"":""2026-06-15T15:48:15.816Z"",""timestamp"":""2026-06-15T15:48:15.816Z"",""pasted_length"":84,""pasted_content"":""Wie lange dauert ein regulärer Umlauf des Halleyschen Kometen um die Sonne ungefähr?"",""input_length_before"":0}","2026-06-15 15:07:01.283+00"
"644","1d235f7b-c971-48df-97f2-d971d86a6027","delta","message-send","chat-input",,"2026-06-15 15:48:15.972296+00","{""phase"":""part2"",""message"":""Wie lange dauert ein regulärer Umlauf des Halleyschen Kometen um die Sonne ungefähr?"",""username"":""zitrone"",""client_ts"":""2026-06-15T15:48:16.722Z"",""message_index"":4}","2026-06-15 15:07:01.283+00"
"645","1d235f7b-c971-48df-97f2-d971d86a6027","delta","source-link-hover-start","highlight-source-seg_174",,"2026-06-15 15:48:45.503351+00","{""url"":""https://science.nasa.gov/solar-system/comets/1p-halley/"",""phase"":""part2"",""username"":""zitrone"",""client_ts"":""2026-06-15T15:48:46.028Z"",""message_id"":""1781538502726""}","2026-06-15 15:07:01.283+00"
"646","1d235f7b-c971-48df-97f2-d971d86a6027","delta","source-link-hover-end","highlight-source-seg_174",,"2026-06-15 15:48:45.519074+00","{""url"":""https://science.nasa.gov/solar-system/comets/1p-halley/"",""phase"":""part2"",""username"":""zitrone"",""client_ts"":""2026-06-15T15:48:46.038Z"",""message_id"":""1781538502726"",""hover_duration_ms"":10}","2026-06-15 15:07:01.283+00"
"647","1d235f7b-c971-48df-97f2-d971d86a6027","delta","source-link-hover-start","highlight-source-seg_174",,"2026-06-15 15:48:45.943187+00","{""url"":""https://science.nasa.gov/solar-system/comets/1p-halley/"",""phase"":""part2"",""username"":""zitrone"",""client_ts"":""2026-06-15T15:48:46.683Z"",""message_id"":""1781538502726""}","2026-06-15 15:07:01.283+00"
"648","1d235f7b-c971-48df-97f2-d971d86a6027","delta","source-link-hover-end","highlight-source-seg_174",,"2026-06-15 15:48:46.082831+00","{""url"":""https://science.nasa.gov/solar-system/comets/1p-halley/"",""phase"":""part2"",""username"":""zitrone"",""client_ts"":""2026-06-15T15:48:46.818Z"",""message_id"":""1781538502726"",""hover_duration_ms"":135}","2026-06-15 15:07:01.283+00"
"649","1d235f7b-c971-48df-97f2-d971d86a6027","delta","source-link-hover-start","highlight-source-seg_174",,"2026-06-15 15:48:54.779202+00","{""url"":""https://science.nasa.gov/solar-system/comets/1p-halley/"",""phase"":""part2"",""username"":""zitrone"",""client_ts"":""2026-06-15T15:48:55.337Z"",""message_id"":""1781538502726""}","2026-06-15 15:07:01.283+00"
"650","1d235f7b-c971-48df-97f2-d971d86a6027","delta","source-link-hover-start","source-link",,"2026-06-15 15:48:56.252788+00","{""url"":""https://www.britannica.com/topic/Halleys-Comet"",""phase"":""part2"",""domain"":""britannica.com"",""username"":""zitrone"",""client_ts"":""2026-06-15T15:48:56.992Z"",""message_id"":""1781538502726""}","2026-06-15 15:07:01.283+00"
"651","1d235f7b-c971-48df-97f2-d971d86a6027","delta","source-link-hover-end","source-link",,"2026-06-15 15:48:56.463438+00","{""url"":""https://www.britannica.com/topic/Halleys-Comet"",""phase"":""part2"",""domain"":""britannica.com"",""username"":""zitrone"",""client_ts"":""2026-06-15T15:48:57.033Z"",""message_id"":""1781538502726"",""hover_duration_ms"":41}","2026-06-15 15:07:01.283+00"
"652","1d235f7b-c971-48df-97f2-d971d86a6027","delta","source-link-hover-start","source-link",,"2026-06-15 15:48:56.690945+00","{""url"":""https://www.britannica.com/topic/Halleys-Comet"",""phase"":""part2"",""domain"":""britannica.com"",""username"":""zitrone"",""client_ts"":""2026-06-15T15:48:57.441Z"",""message_id"":""1781538502726""}","2026-06-15 15:07:01.283+00"
"653","1d235f7b-c971-48df-97f2-d971d86a6027","delta","source-link-hover-end","source-link",,"2026-06-15 15:48:56.904088+00","{""url"":""https://www.britannica.com/topic/Halleys-Comet"",""phase"":""part2"",""domain"":""britannica.com"",""username"":""zitrone"",""client_ts"":""2026-06-15T15:48:57.638Z"",""message_id"":""1781538502726"",""hover_duration_ms"":197}","2026-06-15 15:07:01.283+00"
"654","1d235f7b-c971-48df-97f2-d971d86a6027","delta","source-link-hover-start","highlight-source-seg_174",,"2026-06-15 15:48:57.304337+00","{""url"":""https://science.nasa.gov/solar-system/comets/1p-halley/"",""phase"":""part2"",""username"":""zitrone"",""client_ts"":""2026-06-15T15:48:58.052Z"",""message_id"":""1781538502726""}","2026-06-15 15:07:01.283+00"
"655","1d235f7b-c971-48df-97f2-d971d86a6027","delta","source-link-hover-end","highlight-source-seg_174",,"2026-06-15 15:48:57.535863+00","{""url"":""https://science.nasa.gov/solar-system/comets/1p-halley/"",""phase"":""part2"",""username"":""zitrone"",""client_ts"":""2026-06-15T15:48:58.292Z"",""message_id"":""1781538502726"",""hover_duration_ms"":240}","2026-06-15 15:07:01.283+00"
"656","1d235f7b-c971-48df-97f2-d971d86a6027","delta","source-link-hover-start","highlight-source-seg_174",,"2026-06-15 15:48:57.573321+00","{""url"":""https://science.nasa.gov/solar-system/comets/1p-halley/"",""phase"":""part2"",""username"":""zitrone"",""client_ts"":""2026-06-15T15:48:58.335Z"",""message_id"":""1781538502726""}","2026-06-15 15:07:01.283+00"
"657","1d235f7b-c971-48df-97f2-d971d86a6027","delta","source-link-hover-end","highlight-source-seg_174",,"2026-06-15 15:48:58.056874+00","{""url"":""https://science.nasa.gov/solar-system/comets/1p-halley/"",""phase"":""part2"",""username"":""zitrone"",""client_ts"":""2026-06-15T15:48:58.802Z"",""message_id"":""1781538502726"",""hover_duration_ms"":467}","2026-06-15 15:07:01.283+00"
"658","1d235f7b-c971-48df-97f2-d971d86a6027","delta","source-link-hover-start","source-link",,"2026-06-15 15:48:58.195452+00","{""url"":""https://www.britannica.com/topic/Halleys-Comet"",""phase"":""part2"",""domain"":""britannica.com"",""username"":""zitrone"",""client_ts"":""2026-06-15T15:48:58.936Z"",""message_id"":""1781538502726""}","2026-06-15 15:07:01.283+00"
"659","1d235f7b-c971-48df-97f2-d971d86a6027","delta","source-link-hover-end","source-link",,"2026-06-15 15:48:58.392116+00","{""url"":""https://www.britannica.com/topic/Halleys-Comet"",""phase"":""part2"",""domain"":""britannica.com"",""username"":""zitrone"",""client_ts"":""2026-06-15T15:48:58.957Z"",""message_id"":""1781538502726"",""hover_duration_ms"":21}","2026-06-15 15:07:01.283+00"
"660","1d235f7b-c971-48df-97f2-d971d86a6027","delta","source-link-hover-start","source-link",,"2026-06-15 15:48:58.522297+00","{""url"":""https://www.britannica.com/topic/Halleys-Comet"",""phase"":""part2"",""domain"":""britannica.com"",""username"":""zitrone"",""client_ts"":""2026-06-15T15:48:59.261Z"",""message_id"":""1781538502726""}","2026-06-15 15:07:01.283+00"
"661","1d235f7b-c971-48df-97f2-d971d86a6027","delta","source-link-click","source-link",,"2026-06-15 15:48:59.231638+00","{""url"":""https://www.britannica.com/topic/Halleys-Comet"",""phase"":""part2"",""domain"":""britannica.com"",""username"":""zitrone"",""client_ts"":""2026-06-15T15:48:59.910Z"",""message_id"":""1781538502726""}","2026-06-15 15:07:01.283+00"
"662","1d235f7b-c971-48df-97f2-d971d86a6027","delta","source-link-hover-end","source-link",,"2026-06-15 15:48:59.446208+00","{""url"":""https://www.britannica.com/topic/Halleys-Comet"",""phase"":""part2"",""domain"":""britannica.com"",""username"":""zitrone"",""client_ts"":""2026-06-15T15:48:59.957Z"",""message_id"":""1781538502726"",""hover_duration_ms"":696}","2026-06-15 15:07:01.283+00"
"663","1d235f7b-c971-48df-97f2-d971d86a6027","delta","source-link-hover-start","source-link",,"2026-06-15 15:50:30.741037+00","{""url"":""https://www.britannica.com/topic/Halleys-Comet"",""phase"":""part2"",""domain"":""britannica.com"",""username"":""zitrone"",""client_ts"":""2026-06-15T15:50:31.282Z"",""message_id"":""1781538502726""}","2026-06-15 15:07:01.283+00"
"664","1d235f7b-c971-48df-97f2-d971d86a6027","delta","source-link-hover-end","source-link",,"2026-06-15 15:50:30.756898+00","{""url"":""https://www.britannica.com/topic/Halleys-Comet"",""phase"":""part2"",""domain"":""britannica.com"",""username"":""zitrone"",""client_ts"":""2026-06-15T15:50:31.323Z"",""message_id"":""1781538502726"",""hover_duration_ms"":41}","2026-06-15 15:07:01.283+00"
"665","1d235f7b-c971-48df-97f2-d971d86a6027","delta","source-link-hover-start","source-link",,"2026-06-15 15:50:31.068217+00","{""url"":""https://de.wikipedia.org/wiki/Halleyscher_Komet"",""phase"":""part2"",""domain"":""de.wikipedia.org"",""username"":""zitrone"",""client_ts"":""2026-06-15T15:50:31.803Z"",""message_id"":""1781538502726""}","2026-06-15 15:07:01.283+00"
"666","1d235f7b-c971-48df-97f2-d971d86a6027","delta","source-link-click","source-link",,"2026-06-15 15:50:32.433575+00","{""url"":""https://de.wikipedia.org/wiki/Halleyscher_Komet"",""phase"":""part2"",""domain"":""de.wikipedia.org"",""username"":""zitrone"",""client_ts"":""2026-06-15T15:50:33.137Z"",""message_id"":""1781538502726""}","2026-06-15 15:07:01.283+00"
"667","1d235f7b-c971-48df-97f2-d971d86a6027","delta","source-link-hover-end","source-link",,"2026-06-15 15:50:32.475241+00","{""url"":""https://de.wikipedia.org/wiki/Halleyscher_Komet"",""phase"":""part2"",""domain"":""de.wikipedia.org"",""username"":""zitrone"",""client_ts"":""2026-06-15T15:50:33.184Z"",""message_id"":""1781538502726"",""hover_duration_ms"":1381}","2026-06-15 15:07:01.283+00"
"668","1d235f7b-c971-48df-97f2-d971d86a6027","delta","source-link-hover-start","highlight-source-seg_174",,"2026-06-15 15:51:01.675486+00","{""url"":""https://science.nasa.gov/solar-system/comets/1p-halley/"",""phase"":""part2"",""username"":""zitrone"",""client_ts"":""2026-06-15T15:51:02.215Z"",""message_id"":""1781538502726""}","2026-06-15 15:07:01.283+00"
"669","1d235f7b-c971-48df-97f2-d971d86a6027","delta","source-link-click","highlight-source-seg_174",,"2026-06-15 15:51:01.865056+00","{""url"":""https://science.nasa.gov/solar-system/comets/1p-halley/"",""phase"":""part2"",""title"":""NASA: 1P/Halley"",""username"":""zitrone"",""client_ts"":""2026-06-15T15:51:02.582Z"",""message_id"":""1781538502726""}","2026-06-15 15:07:01.283+00"
"670","1d235f7b-c971-48df-97f2-d971d86a6027","delta","source-link-hover-end","highlight-source-seg_174",,"2026-06-15 15:51:02.100384+00","{""url"":""https://science.nasa.gov/solar-system/comets/1p-halley/"",""phase"":""part2"",""username"":""zitrone"",""client_ts"":""2026-06-15T15:51:02.616Z"",""message_id"":""1781538502726"",""hover_duration_ms"":401}","2026-06-15 15:07:01.283+00"
"671","1d235f7b-c971-48df-97f2-d971d86a6027","delta","paste","chat-input",,"2026-06-15 15:51:28.287835+00","{""phase"":""part2"",""username"":""zitrone"",""client_ts"":""2026-06-15T15:51:28.843Z"",""timestamp"":""2026-06-15T15:51:28.843Z"",""pasted_length"":76,""pasted_content"":""Wie lange dauert ein mittlerer Sonnentag auf dem Mars, ein sogenannter Sol?\n"",""input_length_before"":0}","2026-06-15 15:07:01.283+00"
"672","1d235f7b-c971-48df-97f2-d971d86a6027","delta","message-send","chat-input",,"2026-06-15 15:51:28.471475+00","{""phase"":""part2"",""message"":""Wie lange dauert ein mittlerer Sonnentag auf dem Mars, ein sogenannter Sol?"",""username"":""zitrone"",""client_ts"":""2026-06-15T15:51:29.218Z"",""message_index"":5}","2026-06-15 15:07:01.283+00"
"673","1d235f7b-c971-48df-97f2-d971d86a6027","delta","source-link-hover-start","source-link",,"2026-06-15 15:51:51.524887+00","{""url"":""https://mars.nasa.gov/"",""phase"":""part2"",""domain"":""mars.nasa.gov"",""username"":""zitrone"",""client_ts"":""2026-06-15T15:51:52.059Z"",""message_id"":""1781538695236""}","2026-06-15 15:07:01.283+00"
"674","1d235f7b-c971-48df-97f2-d971d86a6027","delta","source-link-hover-end","source-link",,"2026-06-15 15:51:51.559448+00","{""url"":""https://mars.nasa.gov/"",""phase"":""part2"",""domain"":""mars.nasa.gov"",""username"":""zitrone"",""client_ts"":""2026-06-15T15:51:52.118Z"",""message_id"":""1781538695236"",""hover_duration_ms"":59}","2026-06-15 15:07:01.283+00"
"675","1d235f7b-c971-48df-97f2-d971d86a6027","delta","source-link-hover-start","source-link",,"2026-06-15 15:51:51.806653+00","{""url"":""https://mars.nasa.gov/"",""phase"":""part2"",""domain"":""mars.nasa.gov"",""username"":""zitrone"",""client_ts"":""2026-06-15T15:51:52.552Z"",""message_id"":""1781538695236""}","2026-06-15 15:07:01.283+00"
"676","1d235f7b-c971-48df-97f2-d971d86a6027","delta","source-link-hover-end","source-link",,"2026-06-15 15:51:51.982015+00","{""url"":""https://mars.nasa.gov/"",""phase"":""part2"",""domain"":""mars.nasa.gov"",""username"":""zitrone"",""client_ts"":""2026-06-15T15:51:52.706Z"",""message_id"":""1781538695236"",""hover_duration_ms"":154}","2026-06-15 15:07:01.283+00"
"677","1d235f7b-c971-48df-97f2-d971d86a6027","delta","source-link-hover-start","source-link",,"2026-06-15 15:51:52.047243+00","{""url"":""https://mars.nasa.gov/"",""phase"":""part2"",""domain"":""mars.nasa.gov"",""username"":""zitrone"",""client_ts"":""2026-06-15T15:51:52.768Z"",""message_id"":""1781538695236""}","2026-06-15 15:07:01.283+00"
"678","1d235f7b-c971-48df-97f2-d971d86a6027","delta","source-link-click","source-link",,"2026-06-15 15:51:53.118605+00","{""url"":""https://mars.nasa.gov/"",""phase"":""part2"",""domain"":""mars.nasa.gov"",""username"":""zitrone"",""client_ts"":""2026-06-15T15:51:53.865Z"",""message_id"":""1781538695236""}","2026-06-15 15:07:01.283+00"
